LogLine,Component,Owner,Symbols,SourceMods,Message
10429,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1333 (cloaks:weight)
10430,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1338 (cloaks:weight)"
10434,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1338 (cloaks:weight)
10435,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1642 (cloaks:weight)"
10439,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1642 (cloaks:weight)
10440,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1684 (cloaks:weight)"
10444,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1684 (cloaks:weight)
10445,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 871 (legwear:weight)"
10449,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 871 (legwear:weight)
10450,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 898 (legwear:weight)"
10454,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 898 (legwear:weight)
10455,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 937 (legwear:weight)"
10459,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/01_legwear_base.txt line: 937 (legwear:weight)
10460,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 616 (clothes_situational:weight)"
10464,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 616 (clothes_situational:weight)
10465,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1062 (clothes_situational:weight)"
10469,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1062 (clothes_situational:weight)
10470,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1109 (clothes_situational:weight)"
10474,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1109 (clothes_situational:weight)
10475,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1158 (clothes_situational:weight)"
10479,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1158 (clothes_situational:weight)
10480,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1202 (clothes_situational:weight)"
10484,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1202 (clothes_situational:weight)
10485,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1248 (clothes_situational:weight)"
10489,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1248 (clothes_situational:weight)
10490,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1292 (clothes_situational:weight)"
10494,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1292 (clothes_situational:weight)
10495,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1338 (clothes_situational:weight)"
10499,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1338 (clothes_situational:weight)
10500,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1382 (clothes_situational:weight)"
10504,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1382 (clothes_situational:weight)
10505,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1428 (clothes_situational:weight)"
10509,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1428 (clothes_situational:weight)
10510,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1472 (clothes_situational:weight)"
10514,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1472 (clothes_situational:weight)
10515,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1518 (clothes_situational:weight)"
10519,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1518 (clothes_situational:weight)
10520,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1562 (clothes_situational:weight)"
10524,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_clothes_situational.txt line: 1562 (clothes_situational:weight)
10525,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 338 (headgear_situational:weight)"
10529,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 338 (headgear_situational:weight)
10530,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 395 (headgear_situational:weight)"
10534,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 395 (headgear_situational:weight)
10535,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3127 (headgear_situational:weight)"
10539,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3127 (headgear_situational:weight)
10540,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3174 (headgear_situational:weight)"
10544,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3174 (headgear_situational:weight)
10545,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3222 (headgear_situational:weight)"
10549,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3222 (headgear_situational:weight)
10550,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3266 (headgear_situational:weight)"
10554,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3266 (headgear_situational:weight)
10555,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3310 (headgear_situational:weight)"
10559,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3310 (headgear_situational:weight)
10560,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3355 (headgear_situational:weight)"
10564,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: gfx/portraits/portrait_modifiers/05_headgear_situational.txt line: 3355 (headgear_situational:weight)
10565,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_struggle_type trigger [ Invalid database object 'persian_struggle' ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1415 (DI_arrange_marriage_interaction:is_shown)"
10569,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_struggle_type' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1415 (DI_arrange_marriage_interaction:is_shown)
10570,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: has_struggle_phase_parameter trigger [ Bool phase parameter 'can_trade_piety_for_marriage_acceptance' does not exist ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1416 (DI_arrange_marriage_interaction:is_shown)"
10574,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'has_struggle_phase_parameter' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1416 (DI_arrange_marriage_interaction:is_shown)
10575,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_struggle_type trigger [ Invalid database object 'persian_struggle' ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1424 (DI_arrange_marriage_interaction:is_valid)"
10579,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_struggle_type' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1424 (DI_arrange_marriage_interaction:is_valid)
10580,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_struggle_type trigger [ Invalid database object 'persian_struggle' ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 1430 (DI_arrange_marriage_interaction:is_valid)"
10584,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_struggle_type' returned false at file: common/character_interactions/DI_character_interaction.txt line: 1430 (DI_arrange_marriage_interaction:is_valid)
10585,jomini_script_system.cpp:303,AGOT - Crowns of Westeros,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'agot_shatter_empires' ]
  Script location: file: common/on_action/ntc_artifacts_startdate.txt line: 128 (ntc_artifact_shattered_kingdoms)"
10589,jomini_trigger.cpp:243,AGOT - Crowns of Westeros,,,PostValidate of trigger 'has_game_rule' returned false at file: common/on_action/ntc_artifacts_startdate.txt line: 128 (ntc_artifact_shattered_kingdoms)
10590,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_abrahamic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1464 (DI_char_spawner_resolve_origin_effect)"
10594,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1464 (DI_char_spawner_resolve_origin_effect)
10595,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_abrahamic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1466 (DI_char_spawner_resolve_origin_effect)"
10599,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1466 (DI_char_spawner_resolve_origin_effect)
10600,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_eastern' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1470 (DI_char_spawner_resolve_origin_effect)"
10604,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1470 (DI_char_spawner_resolve_origin_effect)
10605,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_eastern' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1472 (DI_char_spawner_resolve_origin_effect)"
10609,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1472 (DI_char_spawner_resolve_origin_effect)
10610,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_sinitic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1476 (DI_char_spawner_resolve_origin_effect)"
10614,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1476 (DI_char_spawner_resolve_origin_effect)
10615,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_sinitic' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1478 (DI_char_spawner_resolve_origin_effect)"
10619,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1478 (DI_char_spawner_resolve_origin_effect)
10620,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_pagan' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1482 (DI_char_spawner_resolve_origin_effect)"
10624,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1482 (DI_char_spawner_resolve_origin_effect)
10625,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_pagan' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1484 (DI_char_spawner_resolve_origin_effect)"
10629,jomini_trigger.cpp:243,Divine Intervention Cheat Menu,,,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1484 (DI_char_spawner_resolve_origin_effect)
10630,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: has_cultural_parameter trigger [ Bool culture parameter 'can_build_quarries_in_hills' does not exist ]
  Script location: file: common/scripted_triggers/cowagot_building_requirement_triggers.txt line: 12 (building_quarries_requirement_terrain)"
10634,jomini_trigger.cpp:243,COW-AGOT: 3D Models & Bigger Castles,,,PostValidate of trigger 'has_cultural_parameter' returned false at file: common/scripted_triggers/cowagot_building_requirement_triggers.txt line: 12 (building_quarries_requirement_terrain)
10635,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 11 (tgc_standard_equipment_trigger)"
10639,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 11 (tgc_standard_equipment_trigger)
10640,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 59 (tgc_captain_equipment_trigger)"
10644,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 59 (tgc_captain_equipment_trigger)
10645,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 94 (tgc_blackfyre_or_targ_equipment_trigger)"
10649,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 94 (tgc_blackfyre_or_targ_equipment_trigger)
10650,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_blackfyre_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 104 (tgc_blackfyre_equipment_trigger)"
10654,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 104 (tgc_blackfyre_equipment_trigger)
10655,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_faegon_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 120 (tgc_blackfyre_equipment_trigger)"
10659,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 120 (tgc_blackfyre_equipment_trigger)
10660,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_faegon_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 140 (tgc_targaryen_equipment_trigger)"
10664,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 140 (tgc_targaryen_equipment_trigger)
10665,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 163 (tgc_blackfyre_house_equipment_trigger)"
10669,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 163 (tgc_blackfyre_house_equipment_trigger)
10670,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_blackfyre_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 164 (tgc_blackfyre_house_equipment_trigger)"
10674,jomini_trigger.cpp:243,AGOT Submod Core,,,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 164 (tgc_blackfyre_house_equipment_trigger)
10675,jomini_effect.cpp:1161,,,,Flag 'dany' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10676,jomini_effect.cpp:1161,,,,Flag 'unknown_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10677,jomini_effect.cpp:1161,,,,Flag 'viserys' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10678,jomini_effect.cpp:1161,,,,Flag 'highlight_special_buildings_map' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10679,jomini_effect.cpp:1161,,,,Flag 'blackDarkRed' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10680,jomini_effect.cpp:1161,,,,Flag 'faegon' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10681,jomini_effect.cpp:1161,,,,Flag 'ruin_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10682,jomini_effect.cpp:1161,,,,Flag 'roland_crown' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10683,jomini_effect.cpp:1161,,,,Flag 'iceFire' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10684,jomini_effect.cpp:1161,,,,Flag 'pirate_den_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10685,jomini_effect.cpp:1161,,,,Flag 'wilderness_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10686,jomini_effect.cpp:1161,,,,Flag 'settlement_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10687,jomini_effect.cpp:1161,,,,Flag 'monastery_holding' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10688,jomini_effect.cpp:1145,,,,Flag 'all_found' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
10689,jomini_effect.cpp:1145,,,,Flag 'highlight_cow_provinces_map' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
10690,jomini_effect.cpp:1145,,,,Flag 'DI_subtype_throne' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
10691,jomini_effect.cpp:1145,,,,Flag 'global' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
10695,jomini_effect.cpp:1161,,is_Durrandon_51,AGOT - Crowns of Westeros,Variable 'is_Durrandon_51' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10696,jomini_effect.cpp:1161,,highlight_cow_provinces_map,COW-AGOT: 3D Models & Bigger Castles,Variable 'highlight_cow_provinces_map' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10700,jomini_effect.cpp:1161,,is_baratheon_6,AGOT - Crowns of Westeros,Variable 'is_baratheon_6' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10701,jomini_effect.cpp:1161,,swordman_armor_artifact,,Variable 'swordman_armor_artifact' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10704,jomini_effect.cpp:1161,,maekars_crown,Legacy Of The Dragon,Variable 'maekars_crown' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10706,jomini_effect.cpp:1161,,brightboar_enabled,AGOT Submod Core,Variable 'brightboar_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10708,jomini_effect.cpp:1161,,Aotk_enabled,AGOT Submod Core,Variable 'Aotk_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10710,jomini_effect.cpp:1161,,crown_aegon_baelor_artifact,Legacy Of The Dragon,Variable 'crown_aegon_baelor_artifact' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10716,jomini_effect.cpp:1161,,tgc_enabled,AGOT Submod Core,Variable 'tgc_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10721,jomini_effect.cpp:1161,,app_enabled,AGOT Submod Core,Variable 'app_enabled' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10726,jomini_effect.cpp:1161,,kingsguard_choice,AGOT Submod Core,Variable 'kingsguard_choice' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10727,jomini_effect.cpp:1161,,seafoam,AGOT Submod Core,Variable 'seafoam' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10730,jomini_effect.cpp:1161,,blackfyre,AGOT Submod Core,Variable 'blackfyre' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10731,jomini_effect.cpp:1161,,captains_sword,AGOT Submod Core,Variable 'captains_sword' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10732,jomini_effect.cpp:1161,,darksister,AGOT Submod Core,Variable 'darksister' is used but is never set. Setting it in an unused scripted trigger or effect does not count
10736,jomini_effect.cpp:1145,,pincer_artifact,Legacy Of The Dragon,Variable 'pincer_artifact' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
10737,jomini_effect.cpp:1145,,seafoam_artifact,Legacy Of The Dragon,Variable 'seafoam_artifact' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
10743,jomini_effect.cpp:1145,,DI_artifact_subtype_display,Divine Intervention Cheat Menu,Variable 'DI_artifact_subtype_display' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count
