File,DNA,Coverage,Genes
common/dna_data/agot_dna_three_daughters_ancestors.txt,Haen_6,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Haen_6_A,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Haen_8,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Haen_89,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Herinor_17,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Herinor_18,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Herinor_19,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Herinor_2,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Herinor_20,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Herinor_22,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_18,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_2,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_3,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_4,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_68,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_70,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_72,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_8,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_80,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_81,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_85,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_86,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_87,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_9,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_rs_2,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lohar_rs_3,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lornel_43,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lornel_53,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lornel_56,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Lornel_68,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_108,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_2,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_25,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_3,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_30,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_4,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mallar_88,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_68,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_69,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_70,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_74,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_75,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_76,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Mercor_77,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_22,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_24,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_5,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_6,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_7,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_71,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_8,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moratyr_58,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moratyr_65,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_10,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_11,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_2,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_25,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_3,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_30,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_32,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_4,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_6,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_61,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_68,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_69,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_7,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_73,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_8,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naelor_9,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naethys_47,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naethys_56,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naethys_60,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Naethys_66,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_18_B,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_75,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_78,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_85,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_87,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_88,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_89,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ormollen_99,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_17_B,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_2,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_22,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_3,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_43,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_45,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_46,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_47,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_48,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_49,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_52,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_56,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_57,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Orthys_58,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Qrinno_45,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Raharyen_50,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rhegan_28,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rhegan_4,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_1,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_10,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_100,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_109,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_11,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_12,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_124,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_125,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_132,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_18,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_19,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_2,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_20,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_3,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_4,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_7,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_9,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_98,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rogare_99,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rohar_35,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rohar_74,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Ryndoon_33,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Rynhar_24,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Saldorys_112,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Saldorys_149,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_15,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_2,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_27,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_28,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_29,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_3,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_30,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_31,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_4,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_56,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_6,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_6_A,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_65,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_67,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_7,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_8,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sellos_rs_4,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sordios_33,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Sordios_87,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Taeryhen_49,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Taradys_38,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Torheon_72,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Torheon_89,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Trellos_26,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Trellos_29,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Trellos_82,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Trellos_84,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Unaris_64,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Uthis_49,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Vagresys_43,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Vagresys_63,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Valduran_87,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Valduran_89,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Vallel_35,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Vallel_39,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zokan_32,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zokan_4,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zokan_5,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zomaros_52,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zomaros_56,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zomaros_61,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Zomaros_62,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Moraqos_86,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Dagareon_92,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Annadho_rs_40,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Melgar_1,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Melgar_2,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Melgar_3,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Melgar_4,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Melgar_hh_1,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Haloris_11,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Bevilar_1,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Bevilar_2,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Bevilar_3,31,188
common/dna_data/agot_dna_three_daughters_ancestors.txt,Varkar_1,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Balgar_65,31,187
common/dna_data/agot_dna_three_daughters_ancestors.txt,Hartalari_Slave_Revolt_1,31,189
common/dna_data/agot_dna_three_daughters_ancestors.txt,Atuhoris_99,31,189
common/dna_data/agot_dna_vale.txt,Arryn_1,31,188
common/dna_data/agot_dna_vale.txt,Arryn_12,31,189
common/dna_data/agot_dna_vale.txt,Arryn_13,31,188
common/dna_data/agot_dna_vale.txt,Arryn_14,31,189
common/dna_data/agot_dna_vale.txt,Arryn_3,31,189
common/dna_data/agot_dna_vale.txt,Arryn_4,31,189
common/dna_data/agot_dna_vale.txt,Arryn_5,31,189
common/dna_data/agot_dna_vale.txt,Arryn_6,31,188
common/dna_data/agot_dna_vale.txt,Arryn_8,31,189
common/dna_data/agot_dna_vale.txt,Arryn_9,31,189
common/dna_data/agot_dna_vale.txt,Baelish_1,31,189
common/dna_data/agot_dna_vale.txt,Baelish_2,31,189
common/dna_data/agot_dna_vale.txt,Belmore_3,31,189
common/dna_data/agot_dna_vale.txt,Coldwater_1,31,189
common/dna_data/agot_dna_vale.txt,Coldwater_2,31,188
common/dna_data/agot_dna_vale.txt,Coldwater_3,31,189
common/dna_data/agot_dna_vale.txt,Coldwater_4,31,188
common/dna_data/agot_dna_vale.txt,Coldwater_5,31,188
common/dna_data/agot_dna_vale.txt,Corbray_1,31,189
common/dna_data/agot_dna_vale.txt,Corbray_2,31,189
common/dna_data/agot_dna_vale.txt,Corbray_3,31,189
common/dna_data/agot_dna_vale.txt,Corbray_4,31,189
common/dna_data/agot_dna_vale.txt,Corbray_5,31,189
common/dna_data/agot_dna_vale.txt,Corbray_hh_2,31,188
common/dna_data/agot_dna_vale.txt,Donnerly_2,31,189
common/dna_data/agot_dna_vale.txt,Donnerly_3,31,189
common/dna_data/agot_dna_vale.txt,Egen_23,31,189
common/dna_data/agot_dna_vale.txt,Egen_25,31,188
common/dna_data/agot_dna_vale.txt,Egen_3,31,189
common/dna_data/agot_dna_vale.txt,Egen_56,31,188
common/dna_data/agot_dna_vale.txt,Elesham_1,31,189
common/dna_data/agot_dna_vale.txt,Elesham_2,31,188
common/dna_data/agot_dna_vale.txt,Elesham_3,31,189
common/dna_data/agot_dna_vale.txt,Grafton_1,31,189
common/dna_data/agot_dna_vale.txt,Grafton_1_A,31,188
common/dna_data/agot_dna_vale.txt,Hardyng_1,31,189
common/dna_data/agot_dna_vale.txt,Hardyng_29,31,189
common/dna_data/agot_dna_vale.txt,Hardyng_5,31,189
common/dna_data/agot_dna_vale.txt,Hardyng_6,31,188
common/dna_data/agot_dna_vale.txt,Hardyng_7,31,189
common/dna_data/agot_dna_vale.txt,Hungerford_15,31,189
common/dna_data/agot_dna_vale.txt,Hungerford_9,31,188
common/dna_data/agot_dna_vale.txt,Hunter_1,31,189
common/dna_data/agot_dna_vale.txt,Hunter_2,31,189
common/dna_data/agot_dna_vale.txt,Hunter_3,31,189
common/dna_data/agot_dna_vale.txt,Hunter_4,31,189
common/dna_data/agot_dna_vale.txt,Hunter_5,31,188
common/dna_data/agot_dna_vale.txt,Hunter_51,31,189
common/dna_data/agot_dna_vale.txt,Knight_Vale_6,31,189
common/dna_data/agot_dna_vale.txt,Lynderly_2,31,189
common/dna_data/agot_dna_vale.txt,Marsten_1,31,189
common/dna_data/agot_dna_vale.txt,Marsten_2,31,189
common/dna_data/agot_dna_vale.txt,Marsten_5,31,189
common/dna_data/agot_dna_vale.txt,Marsten_7,31,188
common/dna_data/agot_dna_vale.txt,Marsten_8,31,188
common/dna_data/agot_dna_vale.txt,Moore_2,31,187
common/dna_data/agot_dna_vale.txt,Redfort_1,31,189
common/dna_data/agot_dna_vale.txt,Redfort_2,31,189
common/dna_data/agot_dna_vale.txt,Redfort_4,31,189
common/dna_data/agot_dna_vale.txt,Redfort_5,31,189
common/dna_data/agot_dna_vale.txt,Royce_1,31,189
common/dna_data/agot_dna_vale.txt,Royce_100,31,188
common/dna_data/agot_dna_vale.txt,Royce_2,31,189
common/dna_data/agot_dna_vale.txt,Royce_3,31,188
common/dna_data/agot_dna_vale.txt,Royce_4,31,188
common/dna_data/agot_dna_vale.txt,Royce_5,31,189
common/dna_data/agot_dna_vale.txt,Royce_6,31,189
common/dna_data/agot_dna_vale.txt,Royce_7,31,188
common/dna_data/agot_dna_vale.txt,Royce_78,31,189
common/dna_data/agot_dna_vale.txt,RoyceGOTM_1,31,189
common/dna_data/agot_dna_vale.txt,RoyceGOTM_10,31,188
common/dna_data/agot_dna_vale.txt,RoyceGOTM_11,31,188
common/dna_data/agot_dna_vale.txt,RoyceGOTM_2,31,189
common/dna_data/agot_dna_vale.txt,RoyceGOTM_3,31,189
common/dna_data/agot_dna_vale.txt,Seldon_68,31,189
common/dna_data/agot_dna_vale.txt,Shett_2,31,188
common/dna_data/agot_dna_vale.txt,Templeton_1,31,189
common/dna_data/agot_dna_vale.txt,Templeton_3,31,189
common/dna_data/agot_dna_vale.txt,Tollett_2,31,189
common/dna_data/agot_dna_vale.txt,Tollett_29,31,189
common/dna_data/agot_dna_vale.txt,Tollett_3,31,189
common/dna_data/agot_dna_vale.txt,Tollett_30,31,189
common/dna_data/agot_dna_vale.txt,Tollett_4,31,189
common/dna_data/agot_dna_vale.txt,Tollett_5,31,189
common/dna_data/agot_dna_vale.txt,Tollett_6,31,189
common/dna_data/agot_dna_vale.txt,Upcliff_1,31,189
common/dna_data/agot_dna_vale.txt,Waxley_7,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_11,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_13,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_15,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_16,31,189
common/dna_data/agot_dna_vale.txt,Waynwood_19,31,189
common/dna_data/agot_dna_vale.txt,Waynwood_2,31,189
common/dna_data/agot_dna_vale.txt,Waynwood_21,31,189
common/dna_data/agot_dna_vale.txt,Waynwood_3,31,189
common/dna_data/agot_dna_vale.txt,Waynwood_4,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_5,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_6,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_8,31,188
common/dna_data/agot_dna_vale.txt,Waynwood_9,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_103,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_104,31,187
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_105,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_106,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_15,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_16,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_18,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_20,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_21,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_24,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_29,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_30,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_31,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_32,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_33,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_34,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_35,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_36,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_37,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_39,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_40,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_41,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_42,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_43,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_45,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_46,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_47,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_48,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_49,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_53,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_55,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_56,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_57,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_58,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_61,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_62,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_63,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_68,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_69,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_75,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_76,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_77,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_78,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_79,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_80,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_81,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_82,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_83,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_84,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_85,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_86,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_89,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_90,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_91,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_94,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_95,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_96,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_97,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Arryn_98,31,189
common/dna_data/agot_dna_vale_ancestors.txt,ArrynGT_10,31,189
common/dna_data/agot_dna_vale_ancestors.txt,ArrynGT_11,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Baelish_3,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Baelish_4,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Belmore_39,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Borrell_22,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_15,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_16,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_17,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_18,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_20,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_21,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_25,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_26,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_27,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_38,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_43,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_44,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_46,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_47,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Corbray_48,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Crayne_53,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Den_Brove_52,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Den_Brove_53,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Donniger_68,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Driscoll_7,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Egen_53,31,187
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_10,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_11,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_12,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_13,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_14,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_15,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_16,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_20,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_21,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_22,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_31,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_32,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_33,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_34,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_35,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_40,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_41,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_42,31,189
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_44,31,188
common/dna_data/agot_dna_vale_ancestors.txt,Elesham_5,31,189
