"Catalog","Key","File","Line","Text"
"Translation","mde_menu_events.0001.desc","localization/russian/more_dragon_eggs_ui_l_russian.yml","27",""
"Translation","mde_menu_events.0002.t","localization/russian/more_dragon_eggs_ui_l_russian.yml","29","[GetPlayer.Custom('mde_temp_kingsguard_gender_title_switch')]"
"Translation","mde_menu_events.0002.desc","localization/russian/more_dragon_eggs_ui_l_russian.yml","30",""
"Translation","mde_menu_events.0003.t","localization/russian/more_dragon_eggs_ui_l_russian.yml","32","Валирийская сталь"
"Translation","mde_menu_events.0003.desc","localization/russian/more_dragon_eggs_ui_l_russian.yml","33",""
"Translation","mde_menu_events.0004.t","localization/russian/more_dragon_eggs_ui_l_russian.yml","35","Настройка кнопок"
"Translation","mde_menu_events.0004.a","localization/russian/more_dragon_eggs_ui_l_russian.yml","36","Закрыть"
"Translation","mde_menu_events.0004.desc","localization/russian/more_dragon_eggs_ui_l_russian.yml","37",""
"BuiltinRussian","demand_braavosi_eggs_decision","localization/replace/russian/mde_demand_egg_events_l_russian.yml","3","Требовать возврата украденных драконьих яиц"
"BuiltinRussian","demand_braavosi_eggs_decision_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","4","Долгое время существование драконьих яиц в Вольных Городах было известно. Погашенные долги прошлого и сомнения в возможности вылупления этих яиц сохраняли статус-кво бездействия.\n\nНо угроза того, что может появиться другой дом, оседлавший драконов, пусть и маловероятная, слишком велика, чтобы закрывать на это глаза.\n\nХватит поддерживать иллюзию неведения! Мы официально потребуем возврата этих яиц под угрозой войны!\n\n@warning_icon!#X Мы сможем принять это решение только один раз за жизнь, даже если оно будет отменено!#!"
"BuiltinRussian","demand_braavosi_eggs_decision_confirm","localization/replace/russian/mde_demand_egg_events_l_russian.yml","5","Выдвинуть требование!"
"BuiltinRussian","demand_braavosi_eggs_decision_tooltip","localization/replace/russian/mde_demand_egg_events_l_russian.yml","6","Выдвинуть требование о возврате яиц из Вольных Городов"
"BuiltinRussian","mde_demand_egg_events.0001.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","8","[egg_taker.GetPrimaryTitle.GetNameNoTier] выдвигает ультиматум!"
"BuiltinRussian","mde_demand_egg_events.0001.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","9","Великая кража [thief.GetFullName] стала печально известным событием. Стремясь построить корабль для плавания к Закатному Морю и не сумев получить его от подруги [rhaena.GetFullName], [thief.GetFullName] украла три яйца, отложенные [dreamfyre.GetName], и продала их морскому лорду Браавоса.\n\nХотя погашение долга Таргариенов морским лордом ранее сглаживало ситуацию, [egg_taker.GetFullName] выдвинул новое, ужасающее требование. Нам сообщили, что они знают о драконьих яйцах в наших владениях и готовы начать войну за них!"
"BuiltinRussian","mde_demand_egg_events.0001.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","10","Мы не можем рисковать войной, уступим требованию."
"BuiltinRussian","mde_demand_egg_events.0001.a.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","11","Мы передадим драконьи яйца [egg_taker.GetFullName]:\n• [egg_drogon.GetName]\n• [egg_viserion.GetName]\n• [egg_rhaegal.GetName]"
"BuiltinRussian","mde_demand_egg_events.0001.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","12","Возможно, золото их убедит."
"BuiltinRussian","mde_demand_egg_events.0001.b.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","13","Мы предложим [egg_taker.GetFullName] [gold_i]#emphasis $5000|V0$#! вместо яиц."
"BuiltinRussian","mde_demand_egg_events.0001.c","localization/replace/russian/mde_demand_egg_events_l_russian.yml","14","К черту угрозы, мы останемся непоколебимы."
"BuiltinRussian","mde_demand_egg_events.0001.c.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","15","@warning_icon!#X [egg_taker.GetFullName] скорее всего объявит нам войну!#!"
"BuiltinRussian","mde_demand_egg_events.0002.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","17","Война за драконьи яйца!"
"BuiltinRussian","mde_demand_egg_events.0002.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","18","[egg_target.GetFullName] отказался отдать нам принадлежащие нам драконьи яйца! Они также не предложили ничего равноценного взамен. Единственный оставшийся путь - собрать войска и начать войну.\n\nМы должны тщательно обдумать это. Достаточно ли у нас сил, чтобы покорить их, и стоит ли оно того?"
"BuiltinRussian","mde_demand_egg_events.0002.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","19","Яйца по праву наши! К оружию!"
"BuiltinRussian","mde_demand_egg_events.0002.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","20","Пусть яйца останутся у них..."
"BuiltinRussian","mde_demand_egg_events.0002.b.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","21","@warning_icon!#X Мы потеряем наши претензии на яйца и не получим другого шанса потребовать их!#!"
"BuiltinRussian","mde_demand_egg_events.0003.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","23","Предложение золота"
"BuiltinRussian","mde_demand_egg_events.0003.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","24","[egg_target.GetFullName] выслушал наши требования и предложил встречное предложение - огромную сумму золота в размере [gold_i]#emphasis $5000|V0$#!. Теперь нам предстоит решить, принесет ли это золото больше пользы, чем хлопоты по эскалации конфликта ради яиц."
"BuiltinRussian","mde_demand_egg_events.0003.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","25","В их руках они всего лишь камни, а золото - лучший камень..."
"BuiltinRussian","mde_demand_egg_events.0003.a.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","26","Мы получим [gold_i]#emphasis $5000|V0$#!, а [egg_target.GetFullName] потеряет [gold_i]#emphasis $5000|V0$#!\n\n@warning_icon!#X Мы потеряем наши претензии на яйца и не получим другого шанса потребовать их!#!"
"BuiltinRussian","mde_demand_egg_events.0003.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","27","Что золото по сравнению с плотью, ставшей огнем!"
"BuiltinRussian","mde_demand_egg_events.0003.b.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","28","Мы обдумаем эскалацию конфликта до войны!"
"BuiltinRussian","mde_demand_egg_events.0004.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","30","[egg_taker.GetNameNoTooltip] требует наше [egg_target.GetNameNoTooltip]!"
"BuiltinRussian","mde_demand_egg_events.0004.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","31","[egg_taker.GetFullName] провозгласил, что наше [egg_target.GetName] по праву принадлежит ему по законам богов и людей!\n\nТакое требование представляет серьезную опасность и должно быть рассмотрено с величайшим вниманием. Мы можем уступить их требованию, предложить им значительную сумму золота в размере [gold_i]#emphasis $1500|V0$#! или рискнуть навлечь их гнев - будь то наш арест или объявление войны!"
"BuiltinRussian","mde_demand_egg_events.0004.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","32","[egg_taker.GetNameNoTooltip] представляет слишком большую угрозу, мы должны уступить."
"BuiltinRussian","mde_demand_egg_events.0004.a.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","33","@warning_icon!#X Мы потеряем наше [egg_target.GetName]!#!"
"BuiltinRussian","mde_demand_egg_events.0004.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","34","Возможно, золото их убедит..."
"BuiltinRussian","mde_demand_egg_events.0004.c","localization/replace/russian/mde_demand_egg_events_l_russian.yml","35","К черту угрозы, мы останемся непоколебимы."
"BuiltinRussian","mde_demand_egg_events.0004.c.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","36","@warning_icon!#X [egg_taker.GetFullName] скорее всего объявит нам войну или арестует нас!#!"
"BuiltinRussian","mde_demand_egg_events.0005.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","38","Предложение золота"
"BuiltinRussian","mde_demand_egg_events.0005.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","39","[egg_victim.GetFullName] выслушал наши требования и предложил встречное предложение - огромную сумму золота в размере [gold_i]#emphasis $1500|V0$#!. Теперь нам предстоит решить, принесет ли это золото больше пользы, чем хлопоты по эскалации конфликта ради [egg_target.GetName]."
"BuiltinRussian","mde_demand_egg_events.0005.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","40","Это весьма значительная сумма золота..."
"BuiltinRussian","mde_demand_egg_events.0005.a.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","41","@warning_icon!#X Мы потеряем наши претензии на яйца и не получим другого шанса потребовать их!#!"
"BuiltinRussian","mde_demand_egg_events.0005.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","42","Что золото по сравнению с плотью, ставшей огнем!"
"BuiltinRussian","mde_demand_egg_events.0005.b.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","43","Мы обдумаем эскалацию конфликта до войны!"
"BuiltinRussian","mde_demand_egg_events.0006.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","45","Требования отклонены!"
"BuiltinRussian","mde_demand_egg_events.0006.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","46","[egg_target.GetName] отказался отдать нам принадлежащее нам драконье яйцо! Они также не предложили ничего равноценного взамен. Теперь мы должны взвесить наши варианты.\n\nМы можем собрать войска и начать войну (если это позволяет закон), арестовать их (если позволяет закон), претендовать на яйцо и использовать другие методы возврата или полностью и навсегда отказаться от этого дела."
"BuiltinRussian","mde_demand_egg_events.0006.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","47","[egg_target.GetNameNoTooltip] по праву наше! К оружию!"
"BuiltinRussian","mde_demand_egg_events.0006.a.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","48","@warning_icon!#X Мы не можем воевать с [egg_victim.GetFullName]!#!"" ""@warning_icon!#X Мы не можем воевать с [egg_victim.GetFullName]!#!"
"BuiltinRussian","mde_demand_egg_events.0006.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","49","Их владение [egg_target.GetNameNoTooltip] незаконно!"
"BuiltinRussian","mde_demand_egg_events.0006.b.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","50","Мы получим претензию на [egg_target.GetName] и все связанные с этим возможности!"
"BuiltinRussian","mde_demand_egg_events.0006.c","localization/replace/russian/mde_demand_egg_events_l_russian.yml","51","Пусть яйца останутся у них..."
"BuiltinRussian","mde_demand_egg_events.0006.c.tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","52","@warning_icon!#X Мы потеряем наши претензии на яйца и не получим другого шанса потребовать их!#!"
"BuiltinRussian","mde_demand_egg_events.0007.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","54","Требования приняты!"
"BuiltinRussian","mde_demand_egg_events.0007.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","55","[egg_victim.GetFullName] дрогнул перед нашей мощью! Они выбрали мудрый путь, уступив нашим требованиям и передав нам своё [egg_target.GetName]!"
"BuiltinRussian","mde_demand_egg_events.0007.a","localization/replace/russian/mde_demand_egg_events_l_russian.yml","56","Победа за нами!"
"BuiltinRussian","demand_egg","localization/replace/russian/mde_demand_egg_events_l_russian.yml","59","Требовать яйцо"
"BuiltinRussian","demand_egg_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","60","[recipient.GetName] незаконно владеет драконьим яйцом!"
"BuiltinRussian","demanded_egg_interaction.desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","61","[actor.GetName] потребовал(а) яйцо дракона!"
"BuiltinRussian","mde_start_demand_egg_event_chain","localization/replace/russian/mde_demand_egg_events_l_russian.yml","62","@warning_icon!#X Это выдвинет требование к [recipient.GetFullName] о передаче яйца!#"
"BuiltinRussian","mde_egg_access_gained","localization/replace/russian/mde_demand_egg_events_l_russian.yml","63","Разрешено владение яйцом дракона."
"BuiltinRussian","mde_egg_access_removed","localization/replace/russian/mde_demand_egg_events_l_russian.yml","64","Запрещено владение яйцом дракона."
"BuiltinRussian","debug_take_egg","localization/replace/russian/mde_demand_egg_events_l_russian.yml","66","#bold #color_red Отладка:#!#! Взять яйцо дракона"
"BuiltinRussian","debug_take_egg_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","67","[actor.GetName] получает это яйцо дракона"
"BuiltinRussian","debug_take_all_eggs","localization/replace/russian/mde_demand_egg_events_l_russian.yml","69","#bold #color_red Отладка:#!#! Взять все яйца драконов"
"BuiltinRussian","debug_take_all_eggs_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","70","[actor.GetName] получает все яйца"
"BuiltinRussian","debug_give_all_eggs","localization/replace/russian/mde_demand_egg_events_l_russian.yml","71","#bold #color_red Отладка:#!#! Отдать все яйца драконов"
"BuiltinRussian","debug_give_all_eggs_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","72","[recipient.GetName] получает все яйца"
"BuiltinRussian","debug_hatch_egg","localization/replace/russian/mde_demand_egg_events_l_russian.yml","74","#bold #color_red Отладка:#!#! Высидеть яйцо"
"BuiltinRussian","debug_hatch_egg_bond_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","75","[recipient.GetName] установит связь с драконом, вылупившимся из яйца"
"BuiltinRussian","debug_hatch_egg_own_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","76","[recipient.GetName] будет владеть драконом, вылупившимся из яйца"
"BuiltinRussian","debug_hatch_egg_own_pit_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","77","[recipient.GetEmployer.GetName] будет владеть драконом, вылупившимся из яйца"
"BuiltinRussian","demanded_egg_opinion","localization/replace/russian/mde_demand_egg_events_l_russian.yml","79","Незаконно владеет драконьим яйцом"
"BuiltinRussian","mde_grant_egg_permission","localization/replace/russian/mde_demand_egg_events_l_russian.yml","81","Разрешить владение драконьим яйцом"
"BuiltinRussian","mde_grant_egg_permission_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","82","Это лицо получит законное право владеть драконьими яйцами!"
"BuiltinRussian","mde_remove_egg_permission","localization/replace/russian/mde_demand_egg_events_l_russian.yml","83","Запретить владение драконьим яйцом"
"BuiltinRussian","mde_remove_egg_permission_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","84","Владение драконьими яйцами этим лицом будет считаться незаконным!"
"BuiltinRussian","mde_egg_access_gained_interface_tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","85","[recipient.GetFullName] станет неуязвим для наших претензий на его драконьи яйца!"
"BuiltinRussian","mde_egg_access_removed_interface_tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","86","Мы сможем законно требовать любые драконьи яйца во владении [recipient.GetFullName]!"
"BuiltinRussian","take_prisoner_egg","localization/replace/russian/mde_demand_egg_events_l_russian.yml","88","Изъять яйцо"
"BuiltinRussian","take_prisoner_egg_desc","localization/replace/russian/mde_demand_egg_events_l_russian.yml","89","[recipient.GetFullName] является нашим пленником и незаконно владеет драконьим яйцом. Мы можем правомерно изъять его."
"BuiltinRussian","mde_transfer_prison_egg_tt","localization/replace/russian/mde_demand_egg_events_l_russian.yml","90","[actor.GetNamePossessive] законно изъял [target.GetName]!"
"BuiltinRussian","demanded_egg_interaction.t","localization/replace/russian/mde_demand_egg_events_l_russian.yml","92","Потребовал драконье яйцо!"
"BuiltinRussian","agot_dragon_hatching.0401.opt.b","localization/replace/russian/mde_demand_egg_events_l_russian.yml","94","Мои дети!"
"BuiltinRussian","mde_include_egg","localization/replace/russian/mde_demand_egg_events_l_russian.yml","95","Включить"
"BuiltinRussian","decision_group_type_dragon_group","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","3","@dragon_icon! Решения о драконах"
"BuiltinRussian","move_dragon_dragonpit_tooltip","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","5","Я люблю двигать его, двигать! Я люблю... двигать!"
"BuiltinRussian","delete_duds_decision_tooltip","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","7","Яйца удалены!"
"BuiltinRussian","establish_dragon_wives_tooltip","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","12","Наложницы ждут"
"BuiltinRussian","more_eggs_debug_decision_tooltip","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","14","Наложницы ждут"
"BuiltinRussian","agot_dragon_laid_clutch_1","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","17","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_1","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","18","Я снесла кладку из одного яйца"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_1","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","19","Вы снесли кладку из одного яйца"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_1","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","20","[owner.GetName] снесла кладку из одного яйца"
"BuiltinRussian","agot_dragon_laid_clutch_2","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","22","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_2","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","23","Я снесла кладку из двух яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_2","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","24","Вы снесли кладку из двух яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_2","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","25","[owner.GetName] снесла кладку из двух яиц"
"BuiltinRussian","agot_dragon_laid_clutch_3","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","27","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_3","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","28","Я снесла кладку из трёх яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_3","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","29","Вы снесли кладку из трёх яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_3","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","30","[owner.GetName] снесла кладку из трёх яиц"
"BuiltinRussian","agot_dragon_laid_clutch_4","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","32","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_4","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","33","Я снесла кладку из четырёх яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_4","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","34","Вы снесли кладку из четырёх яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_4","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","35","[owner.GetName] снесла кладку из четырёх яиц"
"BuiltinRussian","agot_dragon_laid_clutch_5","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","37","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_5","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","38","Я снесла кладку из пяти яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_5","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","39","Вы снесли кладку из пяти яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_5","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","40","[owner.GetName] снесла кладку из пяти яиц"
"BuiltinRussian","agot_dragon_laid_clutch_6","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","42","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_6","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","43","Я снесла кладку из шести яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_6","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","44","Вы снесли кладку из шести яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_6","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","45","[owner.GetName] снесла кладку из шести яиц"
"BuiltinRussian","agot_dragon_laid_clutch_7","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","47","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_7","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","48","Я снесла кладку из семи яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_7","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","49","Вы снесли кладку из семи яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_7","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","50","[owner.GetName] снесла кладку из семи яиц"
"BuiltinRussian","agot_dragon_laid_clutch_8","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","52","Снесла кладку"
"BuiltinRussian","agot_laid_clutch_desc_8","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","53","Я снесла кладку из пяти яиц"
"BuiltinRussian","agot_laid_clutch_desc_second_perspective_8","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","54","Вы снесли кладку из пяти яиц"
"BuiltinRussian","agot_laid_clutch_desc_third_perspective_8","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","55","[owner.GetName] снесла кладку из пяти яиц"
"BuiltinRussian","choose_dragonblood_tooltip","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","57","Вам будет представлен список всех людей с драконьей кровью"
"BuiltinRussian","mde_view_dragon_blood_value","localization/replace/russian/more_dragon_eggs_decisions_l_russian.yml","59","[Character.MakeScope.ScriptValue('dragonblood_percent')]% Драконьей крови"
"BuiltinRussian","mde_dragon_eggs_events.0001.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","20","Драконьи предания: Каннибалы Скагоса"
"BuiltinRussian","mde_dragon_eggs_events.0001.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","21","Грозный и жестокий дракон [cannibal.GetName] был печально известен мерзкими деяниями, давшими ему имя. Ни Таргариены, ни Орден Драконьих Стражей не смогли усмирить чудовище, а тем более помешать ему пожирать сородичей.\n\nВ известной истории появление [cannibal.GetName] столь же загадочно, как и исчезновение. Многие считают, что его рождение предшествовало драконам Завоевателей.\n\nДоподлинно известно, что [cannibal.GetName] исчез после Танца Драконов. Ходили слухи, что он улетел вглубь Скагоса, привлеченный родственными душами. Судя по обсидиановым шрамам на лесной почве вокруг, эти слухи могут быть правдой."
"BuiltinRussian","mde_dragon_eggs_events.0001.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","22","Тревожно."
"BuiltinRussian","mde_dragon_eggs_events.0002.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","24","Драконьи предания: Огненная Ведьма Долины"
"BuiltinRussian","mde_dragon_eggs_events.0002.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","25","Во времена Танца Драконов в Долине обитал дикий дракон [sheepstealer.GetName], получивший имя за любовь к баранине.\n\nЕго смогла приручить [nettles.GetName] - единственный Драконий всадник не-Таргариен в Вестеросе. Она завоевала доверие, ежедневно подкармливая его овцами. Ходили слухи, что она была дочерью или возлюбленной [daemon.GetName].\n\nВо время Танца [nettles.GetName] и [sheepstealer.GetName] исчезли.\n\nВ горах Долины есть клан Опаленных Людей, чей обряд инициации требует принесения даров Огненной Ведьме и прохождения сквозь пламя. Многие считают, что Ведьма - это [nettles.GetName]."
"BuiltinRussian","mde_dragon_eggs_events.0002.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","26","Если слухи правдивы..."
"BuiltinRussian","mde_dragon_eggs_events.0004.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","29","Драконьи предания: Курган Каннибала"
"BuiltinRussian","mde_dragon_eggs_events.0004.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","30","Следуя по обсидиановым шрамам леса, вы замечаете, что их концентрация нарастает в одном направлении. Вы идете по этому пути, пока он не приводит ко входу в огромную пещеру.\n\nЗатаив дыхание, вы входите внутрь. Стены покрыты красной краской и обсидианом, пол усеян костями.\n\nВ центре пещеры - ритуальная яма с курганом из черепов: кроликов, медведей, оленей, великанов, единорогов и людей. На вершине - огромный череп с зеленым огнем в глазницах.\n\nВзобравшись на курган, вы находите невероятное сокровище - драконье яйцо!"
"BuiltinRussian","mde_dragon_eggs_events.0004.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","31","Да познают мое могущество!"
"BuiltinRussian","mde_dragon_eggs_events.0005.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","33","Драконьи предания: Пещера Огненной Ведьмы"
"BuiltinRussian","mde_dragon_eggs_events.0005.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","34","После дней расспросов местные указали путь к Опаленным Людям.\n\nПоднимаясь в горы, вы избегаете встреч с ними. Тропа ритуала отмечена скелетами юношей с ожогами на костях.\n\nЧудом найдя пещеру Ведьмы, вы видите стены, испещренные тысячами знаков. В углу - покрытое пылью коричневое драконье яйцо!"
"BuiltinRussian","mde_dragon_eggs_events.0005.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","35","И вправду повезло."
"BuiltinRussian","mde_dragon_eggs_events.0006.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","37","Драконьи предания: Остров Ликов"
"BuiltinRussian","mde_dragon_eggs_events.0006.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","38","Жуткий шепот в голове парализует меня леденящим страхом.\n\nПротив воли я поворачиваюсь к Острову Ликов и иду к нему, затем плыву.\n\nВыбравшись на берег, я вижу, как деревья кровоточат. Фигура с зелеными глазами выглядывает из рощи чардрев, и я теряю сознание.\n\nОчнувшись на берегу Годзиного Глаза, я обнаруживаю в руках драконье яйцо!"
"BuiltinRussian","mde_dragon_eggs_events.0006.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","39","Судьба ждет."
"BuiltinRussian","mde_dragon_eggs_events.0007.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","41","Драконьи предания: Дары прошлого"
"BuiltinRussian","mde_dragon_eggs_events.0007.desc","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","42","На скалах Драконьего Камня я нахожу пещеру. Свет струится через жилу обсидиана, указывая путь.\n\nВ конце тоннеля лежит яйцо, освещенное лучом света! Прикоснувшись, я чувствую, как время ускоряется, а свет гаснет. Едва успев схватить яйцо, я выбегаю из пещеры до наступления тьмы.\n\nС тяжелым дыханием я стою снаружи, сжимая драконье яйцо!"
"BuiltinRussian","mde_dragon_eggs_events.0007.desc_missing","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","43","Я поднимаюсь высоко на скалы Драконьего Камня, где грохот волн, разбивающихся о камни внизу, смешивается с медленным рокотом вулкана. Во время прогулки я нахожу небольшой проход — идеальное место для начала исследования пещер.\n\nПеребравшись через каменный гребень, я следую за светом, струящимся между скал. От главного зала отходят несколько проходов, но свет проникает лишь через одну обсидиановую жилу, словно указывая путь. Я следую ему и не верю своим глазам.\n\nВ центре комнаты лежит кладка яиц, и свет заканчивается прямо над ней! Но как только я прикасаюсь к ним, течение времени дает о себе знать, и свет начинает меркнуть. Я едва успеваю схватить яйца и выбежать из пещеры до того, как свет полностью погаснет, оставив меня в темноте.\n\nТяжело дыша от усилий, я выбираюсь из пещеры с яйцами в руках! Я нашел [aegon_ii.GetNamePossessive] пропавшие драконьи яйца, последний раз виденные с [valarr.GetName]!"
"BuiltinRussian","mde_dragon_eggs_events.0007.a","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","44","Было близко, но оно того стоило!"
"BuiltinRussian","mde_dragon_eggs_events.0007.tt","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","45","Вы получили Драконье Яйцо!"
"BuiltinRussian","mde_dragon_eggs_events.0008.t","localization/replace/russian/more_dragon_eggs_events_l_russian.yml","47","Знания о драконах: Руины Пряного Города"
