"Key","File","Line","Text","ExternalTranslation"
"setting_can_children_be_landless_not_dragonrider_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","398","Наездники драконов не могут стать безземельными авантюристами через это событие.","Наездники драконов не смогут стать безземельными авантюристами из-за этого события."
"setting_can_children_be_landless_not_targaryen_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","399","Члены дома Таргариенов не могут стать безземельными авантюристами через это событие.","Члены дома Таргариенов не смогут стать безземельными авантюристами из-за этого события."
"rule_can_landless_steal","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","401","@dragon_destined_icon! More Dragon Eggs - Кража артефактов","@mde_icon!Кража артефактов безземельными авантюристами"
"setting_can_landless_steal_eggs_and_steel","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","405","Яйца и сталь","Драконьи яйца и валирийская сталь"
"setting_can_landless_steal_everything","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","406","Vanilla CK3","Базовый CK3"
"setting_can_landless_steal_dragon_eggs_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","409","Безземельные авантюристы с Мастером-вором могут красть драконьи яйца.","Безземельные авантюристы, нанявшие мастера-вора, дополнительно смогут красть драконьи яйца."
"setting_can_landless_steal_valyrian_steel_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","410","Безземельные авантюристы с Мастером-вором могут красть валирийскую сталь.","Безземельные авантюристы, нанявшие мастера-вора, дополнительно смогут красть предметы из валирийской стали."
"setting_can_landless_steal_eggs_and_steel_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","411","Безземельные авантюристы с Мастером-вором могут красть яйца и сталь.","Безземельные авантюристы, нанявшие мастера-вора, дополнительно смогут красть драконьи яйца и предметы из валирийской стали."
"setting_can_landless_steal_everything_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","412","Правила кражи артефактов соответствуют Vanilla CK3.","Правила кражи артефактов соответствуют базовому CK3."
"game_rule_category_mde_major","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","424","More Dragon Eggs Major","More Dragon Eggs: основные правила"
"game_rule_category_hatching","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","425","Hatching Ceremonies","Церемонии вылупления"
"game_rule_category_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","426","Dragon Eggs","Драконьи яйца"
"game_rule_category_dragonlore","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","427","Dragonlore","Драконьи знания"
"game_rule_category_scenario_modification","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","429","Scenario Modification","Изменение сценария"
"game_rule_category_mde_misc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","430","More Dragon Eggs Tweaks","More Dragon Eggs: прочие настройки"
"dragonpit_ruler_law_effects","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","4","[dragons_plural|E] в вашем [dragonpit|e] доступны только тем, кому вы дали разрешение.","[Concept('dragons_plural', 'Драконы')|E] в вашей [Concept('dragonpit', 'драконьей яме')|E] доступны только тем, кому вы дали разрешение."
"DRAGONPIT_RULER","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","5","Этот дракон находится в [dragonpit|E], доступ к которому ограничен теми, кто получил явное разрешение от его владельца.","Этот дракон находится в [Concept('dragonpit', 'драконьей яме')|E]; доступ к нему имеют только те, кто получил явное разрешение от владельца."
"egg_ruler_law_effects","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","8","Драконьи яйца могут законно храниться только теми, кому вы дали явное разрешение.","Драконьи яйца могут законно храниться только у тех, кому вы дали явное разрешение."
"egg_close_family_law_effects","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","10","Драконьи яйца могут законно храниться членами вашей ближайшей семьи.","Драконьи яйца могут законно храниться только у членов вашей ближайшей семьи."
"egg_house_law_effects","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","12","Драконьи яйца могут законно храниться членами вашего дома.","Драконьи яйца могут законно храниться только у членов вашего дома."
"egg_dynasty_law_effects","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","14","Драконьи яйца могут законно храниться членами вашей династии.","Драконьи яйца могут законно храниться только у членов вашей династии."
"egg_dragonrider_house_law_effects","localization/replace/russian/more_dragon_eggs_realm_laws_l_russian.yml","16","Драконьи яйца могут законно храниться членами домов всадников драконов.","Драконьи яйца могут законно храниться только у членов домов всадников драконов."
"mountains_of_the_vale_name","localization/replace/russian/more_dragon_eggs_travel_l_russian.yml","6","Горы Долины","Лунные горы"
"cannibal_lair_desc","localization/replace/russian/more_dragon_eggs_travel_l_russian.yml","12","Внутренние земли Скагоса считаются предполагаемым местом обитания дракона Каннибала, которого в последний раз видели летящим в направлении этого острова, населенного каннибалами.","Внутренние земли Скагоса считаются возможным убежищем дракона Каннибала, которого в последний раз видели летящим к этому острову, населённому каннибалами."
"mountains_of_the_vale_desc","localization/replace/russian/more_dragon_eggs_travel_l_russian.yml","13","Эта область Гор Долины населена огненными племенами, которые, по слухам, поклонялись таинственной огненной ведьме.","Эту область Лунных гор населяют горные кланы, которые, по слухам, поклонялись таинственной огненной ведьме."
"dragon_egg_meraxes_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","8","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Мерксес.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Мераксес."
"dragon_egg_meleys_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","12","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Мелейс.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Мелеис."
"dragon_egg_dreamfyre_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","13","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пламенная мечта.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пламенная Мечта."
"dragon_egg_seasmoke_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","16","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Морской Туман.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Морской Дым."
"dragon_egg_wyrmling_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","25","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Звездный Охотник.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Ловец Звёзд."
"dragon_egg_morning_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","28","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Заря.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Утро."
"dragon_egg_the_last_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","29","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Залогон.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Залагон."
"dragon_egg_nightfyre_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","30","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Ночное Пламя.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Ночной Огонь."
"dragon_egg_rhaegal_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","35","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Рейгал.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Рейгаль."
"dragon_egg_viserion_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","36","[newly_created_artifact.GetDesc]\n\nИз яйца вылупитсяh Визерион.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Визерион."
"dragon_egg_serporoth_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","37","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Серпорот.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Серпорос."
"dragon_egg_maegor_2_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","38","[newly_created_artifact.GetDesc]\n\nTИз яйца вылупится Лоркон.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лоркан."
"dragon_egg_maegor_4_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","40","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Черное Пламя.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Чёрное Пламя."
"dragon_egg_maegor_5_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","41","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Райакс.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Риакс."
"dragon_egg_maegor_10_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","46","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Таллфайр.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Высокий Огонь."
"dragon_egg_aenys_1_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","48","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Золотое Пламя.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Золотой Огонь."
"dragon_egg_aerea_2_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","51","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лунное Пламя.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Лунный Огонь."
"dragon_egg_daenerys_1_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","53","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Хуракс.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Харакс."
"dragon_egg_aemond_1_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","54","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Крылатый Незнакомец.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Крылатый Странник."
"dragon_egg_aemond_2_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","55","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Хейгон.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Хегагон."
"dragon_egg_aemond_3_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","56","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Келос.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Квелос."
"dragon_egg_neltharion_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","63","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Нелтарион.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Нельтарион."
"dragon_egg_pythax_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","64","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Питакс.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пифакс."
"dragon_egg_dragon_ancestor_2_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","68","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Везояес.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Везойес."
"dragon_egg_dragon_ancestor_3_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","69","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Фалькаэль.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Фалкейль."
"dragon_egg_dragon_ancestor_4_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","70","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пелдион.","[newly_created_artifact.GetDesc]\n\nИз яйца вылупится Пельдион."
"dragon_egg_vermithrax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","74","This egg will hatch Vermithrax.","Из этого яйца вылупится Вермитракс."
"dragon_egg_anogaros_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","75","This egg will hatch Anogaros.","Из этого яйца вылупится Аногарос."
"dragon_egg_nessarion_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","76","This egg will hatch Nessarion.","Из этого яйца вылупится Нессарион."
"dragon_egg_archonei_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","77","This egg will hatch Archonei.","Из этого яйца вылупится Архоней."
"dragon_egg_balerion_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","78","This egg will hatch Balerion.","Из этого яйца вылупится Балерион."
"dragon_egg_meraxes_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","79","This egg will hatch Meraxes.","Из этого яйца вылупится Мераксес."
"dragon_egg_quicksilver_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","80","This egg will hatch Quicksilver.","Из этого яйца вылупится Ртуть."
"dragon_egg_vhagar_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","81","This egg will hatch Vhagar.","Из этого яйца вылупится Вхагар."
"dragon_egg_caraxes_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","82","This egg will hatch Caraxes.","Из этого яйца вылупится Караксес."
"dragon_egg_meleys_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","83","This egg will hatch Meleys.","Из этого яйца вылупится Мелеис."
"dragon_egg_dreamfyre_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","84","This egg will hatch Dreamfyre.","Из этого яйца вылупится Пламенная Мечта."
"dragon_egg_vermithor_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","85","This egg will hatch Vermithor.","Из этого яйца вылупится Вермитор."
"dragon_egg_silverwing_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","86","This egg will hatch Silverwing.","Из этого яйца вылупится Среброкрылая."
"dragon_egg_seasmoke_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","87","This egg will hatch Seasmoke.","Из этого яйца вылупится Морской Дым."
"dragon_egg_sunfyre_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","88","This egg will hatch Sunfyre.","Из этого яйца вылупится Солнечный Огонь."
"dragon_egg_syrax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","89","This egg will hatch Syrax.","Из этого яйца вылупится Сиракс."
"dragon_egg_tessarion_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","90","This egg will hatch Tessarion.","Из этого яйца вылупится Тессарион."
"dragon_egg_vermax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","91","This egg will hatch Vermax.","Из этого яйца вылупится Вермакс."
"dragon_egg_arrax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","92","This egg will hatch Arrax.","Из этого яйца вылупится Арракс."
"dragon_egg_tyraxes_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","93","This egg will hatch Tyraxes.","Из этого яйца вылупится Тираксес."
"dragon_egg_stormcloud_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","94","This egg will hatch Stormcloud.","Из этого яйца вылупится Грозовое Облако."
"dragon_egg_moondancer_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","95","This egg will hatch Moondancer.","Из этого яйца вылупится Лунная Плясунья."
"dragon_egg_wyrmling_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","96","This egg will hatch Starhunter.","Из этого яйца вылупится Ловец Звёзд."
"dragon_egg_shrykos_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","97","This egg will hatch Shrykos.","Из этого яйца вылупится Шрикос."
"dragon_egg_morghul_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","98","This egg will hatch Morghul.","Из этого яйца вылупится Моргул."
"dragon_egg_morning_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","99","This egg will hatch Morning.","Из этого яйца вылупится Утро."
"dragon_egg_the_last_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","100","This egg will hatch Zalagon.","Из этого яйца вылупится Залагон."
"dragon_egg_nightfyre_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","101","This egg will hatch Nightfyre.","Из этого яйца вылупится Ночной Огонь."
"dragon_egg_cannibal_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","102","This egg will hatch Cannibal.","Из этого яйца вылупится Каннибал."
"dragon_egg_sheepstealer_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","103","This egg will hatch Sheepstealer.","Из этого яйца вылупится Овцекрад."
"dragon_egg_grey_ghost_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","104","This egg will hatch Grey Ghost.","Из этого яйца вылупится Серый Призрак."
"dragon_egg_drogon_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","105","This egg will hatch Drogon.","Из этого яйца вылупится Дрогон."
"dragon_egg_rhaegal_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","106","This egg will hatch Rhaegal.","Из этого яйца вылупится Рейгаль."
"dragon_egg_viserion_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","107","This egg will hatch Viserion.","Из этого яйца вылупится Визерион."
"dragon_egg_serporoth_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","108","This egg will hatch Serporoth.","Из этого яйца вылупится Серпорос."
"dragon_egg_maegor_2_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","109","This egg will hatch Lorcan.","Из этого яйца вылупится Лоркан."
"dragon_egg_maegor_3_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","110","This egg will hatch Orion.","Из этого яйца вылупится Орион."
"dragon_egg_maegor_4_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","111","This egg will hatch Blackfyre.","Из этого яйца вылупится Чёрное Пламя."
"dragon_egg_maegor_5_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","112","This egg will hatch Ryax.","Из этого яйца вылупится Риакс."
"dragon_egg_maegor_6_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","113","This egg will hatch Morghon.","Из этого яйца вылупится Моргон."
"dragon_egg_maegor_7_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","114","This egg will hatch Lykax.","Из этого яйца вылупится Ликакс."
"dragon_egg_maegor_8_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","115","This egg will hatch Malrax.","Из этого яйца вылупится Малракс."
"dragon_egg_maegor_9_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","116","This egg will hatch Spyrax.","Из этого яйца вылупится Спиракс."
"dragon_egg_maegor_10_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","117","This egg will hatch Tallfyre.","Из этого яйца вылупится Высокий Огонь."
"dragon_egg_maegor_11_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","118","This egg will hatch Zuvdar.","Из этого яйца вылупится Зувдар."
"dragon_egg_aenys_1_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","119","This egg will hatch Goldfyre.","Из этого яйца вылупится Золотой Огонь."
"dragon_egg_aenys_2_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","120","This egg will hatch Deltharion.","Из этого яйца вылупится Делтарион."
"dragon_egg_aerea_1_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","121","This egg will hatch Laengar.","Из этого яйца вылупится Лейнгар."
"dragon_egg_aerea_2_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","122","This egg will hatch Moonfyre.","Из этого яйца вылупится Лунный Огонь."
"dragon_egg_aerea_3_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","123","This egg will hatch Adereon.","Из этого яйца вылупится Адереон."
"dragon_egg_daenerys_1_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","124","This egg will hatch Hurax.","Из этого яйца вылупится Харакс."
"dragon_egg_aemond_1_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","125","This egg will hatch Winged Stranger.","Из этого яйца вылупится Крылатый Странник."
"dragon_egg_aemond_2_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","126","This egg will hatch Hegagon.","Из этого яйца вылупится Хегагон."
"dragon_egg_aemond_3_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","127","This egg will hatch Qelos.","Из этого яйца вылупится Квелос."
"dragon_egg_essovius_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","128","This egg will hatch Essovius.","Из этого яйца вылупится Эссовиус."
"dragon_egg_valryon_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","129","This egg will hatch valryon.","Из этого яйца вылупится Валрион."
"dragon_egg_ghiscar_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","130","This egg will hatch Ghiscar.","Из этого яйца вылупится Гискар."
"dragon_egg_terrax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","131","This egg will hatch Terrax.","Из этого яйца вылупится Терракс."
"dragon_egg_vassarion_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","132","This egg will hatch Vassarion.","Из этого яйца вылупится Вассарион."
"dragon_egg_rovax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","133","This egg will hatch Rovax.","Из этого яйца вылупится Ровакс."
"dragon_egg_neltharion_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","134","This egg will hatch Neltharion.","Из этого яйца вылупится Нельтарион."
"dragon_egg_pythax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","135","This egg will hatch Pythax.","Из этого яйца вылупится Пифакс."
"dragon_egg_nagga_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","136","This egg will hatch Nagga.","Из этого яйца вылупится Нагга."
"dragon_egg_urrax_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","137","This egg will hatch Urrax.","Из этого яйца вылупится Урракс."
"dragon_egg_dragon_ancestor_1_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","138","This egg will hatch Vaedar.","Из этого яйца вылупится Вейдар."
"dragon_egg_dragon_ancestor_2_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","139","This egg will hatch Vezojaes.","Из этого яйца вылупится Везойес."
"dragon_egg_dragon_ancestor_3_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","140","This egg will hatch Falkael.","Из этого яйца вылупится Фалкейль."
"dragon_egg_dragon_ancestor_4_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","141","This egg will hatch Peldion.","Из этого яйца вылупится Пельдион."
"dragon_egg_dragon_ancestor_5_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","142","This egg will hatch Volon.","Из этого яйца вылупится Волон."
"dragon_egg_dragon_ancestor_6_ui_desc","localization/replace/russian/agot/agot_artifacts/dp_artifacts_l_russian.yml","143","This egg will hatch Telarion.","Из этого яйца вылупится Теларион."
"dragon_pen.tt.unlocked_by_requirements","localization/replace/russian/domiciles/dp_domicile_buildings_l_russian.yml","5","Вам не хватает условий для найма смотрителя драконов или постройки загона.","Вам не хватает условий для найма драконоблюстителя или постройки загона для драконов."
