catalog,file,line,key,text,header_valid,closed_quote
RU,localization/russian/agot_sotd_north_l_russian.yml,47,fab_north.0012.a,И я не забуду Стену.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,49,fab_north.0020.t,"Прогресс, долго откладываемый",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,50,fab_north.0020.desc,"Десять лет король, и я никогда не видел Севера. Алисанна говорит прямо: одно королевство не может быть полукоролевством, в котором король никогда не стоял.\n\nВеликий прогресс — в Белую Гавань, Винтерфелл и Стену. На этот раз я поступлю умно: свита вперёд на кораблях, драконы догонят. Королева уже выбирает дам.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,51,fab_north.0020.a,Объявите об этом. Драконы идут на север.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,52,fab_north.0020.b,Север ждал десять лет. Подождёт и дольше.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,53,fab_north.0020.b.tt,Альт-история: отменить прогресс. Старки услышат об этом — и вся северная история останется нерассказанной. (Лихорадка всё равно придёт по расписанию.),True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,55,fab_north.0021.t,Посланники Пентоса и Тироша,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,56,fab_north.0021.desc,"Паруса свиты скрылись, когда Вольные Города явились в мой зал. Пентос и Тирош три года душат друг друга и просят Железный Трон сесть между ними. Барт говорит, это честь; я говорю, ловушка.\n\nАлисанна рубит узел: «Я поеду вперёд, ты догонишь». Отменить прогресс у Старков? Я скорее оскорблю саму Стену.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,57,fab_north.0021.a,"Поезжай вперёд, любовь моя. Я буду недалеко.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,58,fab_north.0021.a.tt,"Каноничный путь: королева едет на север одна, а переговоры затягиваются гораздо дольше, чем кто-либо предполагал.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,59,fab_north.0021.b,Пентос и Тирош могут починить свои сети сами. Мы едем вместе.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,60,fab_north.0021.b.tt,"Альт-история: отказаться от посредничества. Вольные Города оскорблены, но король и королева едут на север бок о бок.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,62,fab_north.0022.t,Королева отплывает,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,63,fab_north.0022.desc,"Она спускается к кораблям в сером утре со своими дамами и половиной веселья двора. Серебряное Крыло кружит над гаванью, сопровождая конвой.\n\nКрасный Замок к вечеру тих. Я не думал, что буду так скучать.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,64,fab_north.0022.a,"Попутного ветра, моя королева. Я буду читать каждое письмо дважды.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,66,fab_north.0023.t,Белая Гавань,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,67,fab_north.0023.desc,"Её первое письмо из Белой Гавани: Мандерли превзошли себя, пир из миноги и зимнего эля. Она уже открыла зал Нового Замка для женщин города и просто слушала.\n\nПоследняя строка менее весёлая: «Кое-что из того, что они мне рассказали, тебе нужно будет услышать. Не сейчас. Когда я вернусь домой».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,68,fab_north.0023.a,"Что начинает моя королева, королевство в итоге оказывается в выигрыше.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,70,fab_north.0024.t,Холодный очаг,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,71,fab_north.0024.desc.grudge,"Винтерфелл принял её с учтивостью и без тепла. Лорд Аларик встретил её, назвал титулы, разместил свиту — затем дал три дня серого молчания. Его брат Уолтон спит в склепе, разорванный великанами, охотящимися на мятежников, которых МОЁ милосердие отправило к Стене.\n\n«Он смотрит на меня и видит твои помилования. Дай мне время, любовь моя. Лёд тает».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,72,fab_north.0024.desc.kingcame,"Винтерфелл принял её с тщательной учтивостью и сдержанностью, почти тёплой. Лорд Уолтон помнит короля, который пришёл на север на драконе исправить свою ошибку.\n\n«Они следят за мной, но лорд говорит, что ты сам пришёл к Стене, когда это было важно. Мы начинаем лучше, чем я надеялась».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,73,fab_north.0024.desc.executed,"Винтерфелл принял её с учтивостью и осторожностью. Лорд Уолтон — трудный человек, но однажды за вином он даже предложил одобрение: его отец Брандон говорил о королевском правосудии над людьми Мейгора.\n\n«Дай мне две недели, — пишет она, — и я заставлю его рассказывать мне охотничьи истории».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,74,fab_north.0024.desc,"Винтерфелл принял её с учтивостью и драгоценно малым теплом. Лорд встретил её, дал дни серого северного молчания. Это не вражда, пишет она; это северный способ общения с незнакомцами.\n\n«Лёд тает. Ему нужно только терпение».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,75,fab_north.0024.a,"Если какая-то живая душа может растопить этот зал, то это она.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,77,fab_north.0025.t,Остроумие и чудо,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,78,fab_north.0025.desc,"Следующий ворон — совсем другая птица. Она сделала это: выехала на охоту в погоду, от которой её дамы слёгли, пила с лордом, называла его домочадцев по именам, уладила старый спор.\n\nПод конец она посадила Серебряное Крыло ВНУТРИ стен и велела детям подойти и потрогать дракона. Лорд Винтерфелла засмеялся — впервые с тех пор, как стал лордом.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,79,fab_north.0025.a,"Королевство завоевало её с меньшими усилиями, чем Север.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,81,fab_north.0026.t,Королева берёт крыло,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,82,fab_north.0026.desc,"Из Винтерфелла она делает то, чего её эскорт боялся: она покидает их. Серебряное Крыло поднимается в небо, и Королева летит на север, к Чёрному Замку. Эскорт догонит через две недели.\n\n«Лорды были шокированы, — пишет она. — Простой народ приветствовал. Я оказываюсь с простым народом».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,83,fab_north.0026.desc.together,"Из Винтерфелла она покидает нас. Серебряное Крыло поднимается в небо, и она летит на север. «У тебя есть свои лорды, чтобы завоевать, а у меня — чёрные братья».\n\nЭскорт догонит через две недели. Она не намерена ждать.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,84,fab_north.0026.a,"Никогда не было такой королевы, как она. И никогда не будет.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,86,fab_north.0027.t,Чёрный стол,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,87,fab_north.0027.desc.grudge,"Дозор пирует её солёной говядиной и чёрным хлебом. Но Стена ведёт свой счёт: старый следопыт заговорил о мятеже, о братьях, погибших, о лорде Уолтоне, унесённом по частям.\n\n«Они слишком учтивы, чтобы сказать это своей королеве. Дозор заплатил за белые плащи, которых вы пощадили».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,88,fab_north.0027.desc.kingcame,"Дозор пирует её. Здесь твоё имя — хорошая монета. Старшие братья помнят: король, который пришёл САМ, с бронзовыми крыльями над Римгейтом.\n\n«Они пьют за тебя здесь, — пишет она. — Люди в чёрном пьют за Короля».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,89,fab_north.0027.desc.executed,"Дозор пирует её. Она ожидала обиды из-за рыцарей Мейгора, но нашла обратное: король не прислал им никого, кому нельзя было бы доверять.\n\n«Более трудный выбор оказался здесь более добрым. Я всё ещё решаю, что об этом думать».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,90,fab_north.0027.desc.exiled,"Дозор пирует её. Был один жёсткий тост: рыцари Мейгора, которых Король пощадил и отправил в Эссос, продают свои мечи в комфорте. Чёрные братья находят это горьким.\n\n«Они взяли бы тех рыцарей и были бы рады мечам. Помни о Стене, когда в следующий раз милость будет в твоём даре».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,91,fab_north.0027.desc,"Дозор пирует её. Они показали ей ледяные камеры и клетку-подъёмник, реестры: Стена, построенная для десяти тысяч, удерживаемая сотнями.\n\n«Я приехала на север ожидая чудо, — пишет она. — Я нашла девятьсот бедных и честных людей, удерживающих небо».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,92,fab_north.0027.a,Прочитай мне список снова. Весь.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,94,fab_north.0028.t,Серебряное Крыло не перелетит,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,95,fab_north.0028.desc,"Одно письмо я сохраню до смерти. «Три раза я подводила её к этому. Она отказала мне в этом. Каждый раз она с криком уходила на юг. В третий раз я сама это почувствовала — холод, который не есть холод.\n\nЧем бы ни была Стена, это не просто лёд. Наши драконы знают что-то, чего не знаем мы».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,96,fab_north.0028.a,"Что бы ни охраняло ту Стену, дай боги, оно никогда не падёт.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,97,fab_north.0028.b,"Даже драконы знают, где кончается мир. Моя королева нашла край.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,99,fab_north.0029.t,Что услышала королева,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,100,fab_north.0029.desc,"Она вернулась в Винтерфелл с длинным письмом — тем, что обещала в Белой Гавани. На каждой остановке она проводила женские суды: две вещи наполняют письмо. Первая — Дозор: девятьсот человек держат сто льё льда на нищенской доле. У неё есть идея.\n\nВторую она не запишет: она касается старого права лордов. «Когда ты услышишь то, что услышала я, ты покончишь с ним».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,101,fab_north.0029.desc.together,"Она возвращается в Винтерфелл из снежного шквала, обветренная и серьёзная. У камина она отдаёт мне обе половины: первая — Дозор и Новый Дар; вторая — старая право лордов.\n\n«Когда мы будем дома, я расскажу тебе, а затем ты покончишь с этим».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,102,fab_north.0029.a,Тогда дай мне добраться до севера и быть застигнутым врасплох.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,104,fab_north.0030.t,Длинный стол,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,105,fab_north.0030.desc,"Два месяца пентошской арифметики и тирошского театра. Каждая уступка на следующее утро открывается заново. Люди архонта выходили дважды из-за формулировки преамбулы.\n\nИ каждый третий день ворон с Севера: моя королева покоряет Винтерфелл, пирует с чёрными братьями, летает на край света.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,106,fab_north.0030.a,"Барт, скажи людям архонта, что преамбула остаётся в силе. Вся.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,108,fab_north.0031.t,Наконец условия,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,109,fab_north.0031.desc,"Сделано. Подписано, скреплено печатями. У Пентоса и Тироша теперь мир, Железный Трон получил тарифные уступки. Полгода почти без разницы.\n\nВинтерфелл далеко на севере, и я устал ждать.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,110,fab_north.0031.a,"На север, и быстро. Готовьтесь к дороге — я не буду ждать ни дня.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,111,fab_north.0031.a.tt,"Начать путешествие в Винтерфелл. В меню путешествия король может взять Вермитора и прибыть за несколько дней, или поехать верхом, если пожелает. (Отмена плана путешествия не оборвёт историю.)",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,112,fab_north.0031.b,"По королевской дороге, с подобающей колонной — пусть Север УВИДИТ, как приходит король.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,113,fab_north.0031.b.tt,"Начать медленный прогресс по королевской дороге в Винтерфелл со всей помпой королевской колонны, и дорога будет иметь свои истории. (Отмена плана путешествия не оборвёт историю.)",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,115,fab_north.0033.t,Холодный приём,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,116,fab_north.0033.desc.grudge,"Лорд Аларик принимает меня со всеми почестями и ни одним жестом больше. Его учтивости точны. Его глаза — могила брата. Алисанна предупреждала: холод того двора проникает сквозь меха.\n\n«Прежде чем вы будете пировать, — говорит он, — есть вещь в склепах. Мёртвые ведут короткие суды».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,117,fab_north.0033.desc.kingcame,"Лорд Уолтон принимает меня на дворе, и он делает то, чего никто не ждал: сжимает мою руку. «В последний раз я видел вас над Римгейтом. Теперь все могут перестать верить, что я выдумал эту историю».\n\nПозади него смеётся Алисанна. Этот зал сегодня вечером не будет холоден.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,118,fab_north.0033.desc.executed,"Лорд Уолтон принимает меня с серьёзной учтивостью. «Мой отец Брандон говорил о вас: юг наконец сделал себе настоящего короля, который дал псам Мейгора головы вместо помилований».\n\nОт Старка, шепчет Алисанна, это и свадебный пир, и триумф вместе.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,119,fab_north.0033.desc.together,"Винтерфелл принимает нас обоих с точной, нечитаемой учтивостью. Север не согревается за впечатляющее прибытие. Алисанна сжимает мою руку: «Терпение, любовь моя. Лёд тает».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,120,fab_north.0033.desc,"Лорд Старк принимает меня со всеми почестями и сдержанной неподвижностью Севера для драконов. Полгода тепла Алисанны сделали путь глаже, но глаза лордов помнят, чьи отцы преклоняли колени под угрозой огня.\n\nВинтерфелл будет завоёван так, как Алисанна завоевала его, или никак.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,121,fab_north.0033.a,"Тогда посмотрим, что Север хочет показать своему королю.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,123,fab_north.0034.t,Склеп Винтерфелла,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,124,fab_north.0034.desc,"Мы спускаемся с факелами мимо каменных королей. Лорд Аларик молчит. Он останавливается у свежей могилы. Изваяние изображает большого человека с клинком на коленях.\n\n«Мой брат Уолтон. Он взял Лёд на север против людей, которых вы пощадили. Великаны разорвали его на пять частей. Вы пощадили тех рыцарей. Я размышлял эти восемь лет, что король говорит на это».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,125,fab_north.0034.a,"Что милосердие имеет цену, и ваш брат заплатил мою долю. Мне жаль, лорд Старк.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,126,fab_north.0034.b,(Ничего не говорить. Мёртвые ничего не просят.),True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,128,fab_north.0035.t,Два волка за столом,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,129,fab_north.0035.desc.kingcame,"Нет могилы, только пир — и Лорд Винтерфелла, рассказывающий историю о зиме, когда Король пришёл на север. «Римгейт должен был стать МОЕЙ могилой. А затем небо задрожало, ворота открылись, и дело кончилось». Он поднимает чашу за меня.\n\n«За долг, который Король заплатил САМ. Север помнит и добро, и зло».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,130,fab_north.0035.desc.executed,"Нет обиды — только пир, и Лорд оттаивает. «Мой отец говорил, что ваше правосудие купило мир. Рыцари Мейгора, те, кому вы дали меч. На юге это называли жестокостью. Ни один северянин не называл это так».\n\nАлисанна ловит мой взгляд: Север говорит, что доверяет тебе.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,131,fab_north.0035.desc,"Нет могилы и нет старой раны — пир по-северному: огромный, неторопливый, честный. Лорд пьёт со мной, говорит об урожаях, и где-то за полночь я понимаю, что меня перестали осматривать и начали принимать.\n\nСевер ничего не даёт быстро. Что даёт, то значит.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,132,fab_north.0035.a,"За Винтерфелл, затем. И за терпеливых королев.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,134,fab_north.0036.t,Новый Дар,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,135,fab_north.0036.desc,"Она застаёт меня врасплох перед всем двором. «Дозор держит сто льё Стены на нищенской доле. Я прошу удвоить земли Дозора — Новый Дар, от моря до моря, чтобы Стена ела».\n\nЗал затих. Лорды, чьи земли это, стоят как менгиры. Лицо лорда Старка закрыто. Люди лорда-командующего перестали дышать.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,136,fab_north.0036.a,"Пусть будет так. Новый Дар — Дозору, в вечное владение.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,137,fab_north.0036.a.tt,Каноничный дар: графства Нового Дара переходят к Лорду-Командующему Ночного Дозора. Дозор не забудет этого — и северные лорды тоже не забудут.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,138,fab_north.0036.b,У Стены достаточно земли. Север оставляет своё себе.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,140,fab_north.0037.t,Королевская Корона,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,141,fab_north.0037.desc,"На новых землях — деревня на озере, с каменной башней, достижимой по скрытой дамбе. Там прогресс укрывается в последнюю ночь. Деревенские женщины пируют королеву.\n\nУтром Алисанна отстёгивает золотой обруч и вкладывает его в руки старейшины. Они успевают назвать деревню Королевской Короной. Они будут называть её так, когда все мы будем прахом.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,142,fab_north.0037.a,"Север сохранит эту корону дольше, чем любой мой подземный склеп.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,144,fab_north.0038.t,Дорога домой,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,145,fab_north.0038.desc,"Снова на юг — крылья, паруса, колонна из снегов в осеннюю страну. Королевская Гавань пахнет дымом, солью и людьми. Город встречает нас грохотом, двор — горою прошений.\n\nАлисанна, очаровавшая Винтерфелл и пировавшая с чёрными братьями, говорит, что есть вещь, которую она ждала всю дорогу домой, чтобы изложить её мне.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,146,fab_north.0038.a,Тогда дай нам услышать это. Всё.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,148,fab_north.0039.t,Первая ночь,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,149,fab_north.0039.desc,"Она приходит не как жена, а как просительница, с женскими судами. «Право первой ночи. Мейстеры называют это старым обычаем, лорды — редко применяемым. Я сидела с женщинами, над которыми его применяли. Это жестокость с родословной. Никакой закон не должен терпеть этого».\n\nОна не кладёт свиток, просто ждёт. Она знает, что я сделаю.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,150,fab_north.0039.a,Тогда слушай закон людей: первая ночь ОТМЕНЯЕТСЯ в каждом королевстве державы.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,151,fab_north.0039.a.tt,Каноничная реформа: женские суды королевы Алисанны отменяют право первой ночи во всех Семи Королевствах.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,152,fab_north.0039.a.lords_tt,"Великие северные лорды, сохранявшие старое право, будут возмущены — небольшой, но постоянной обидой и на Короля, и на Королеву.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,153,fab_north.0039.b,Старые права лордов — дело лордов. Я не стану вмешиваться в их залы.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,155,fab_north.0040.t,Вместе,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,156,fab_north.0040.desc,"Магистры Пентоса и Тироша отправлены домой с вежливыми словами, без договора. Свита уже в море. Двор шокирован дважды: что трон отказался от посредничества, и что Король и Королева едут вместе.\n\nАлисанна не раскаивается. «Они простят тебе потерянный договор. Север никогда бы не простил потерянный прогресс».",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,157,fab_north.0040.a,"Два дракона на север, тогда. Пусть королевство поднимет взгляд.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,158,fab_north.0040.b,"По королевской дороге, вместе — настоящий королевский прогресс, каждое льё.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,160,fab_north.0041.t,Крылья на север вместе,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,161,fab_north.0041.desc,"Вермитор и Серебряное Крыло берут линию на север, крыло к крылу, бронза и серебро на фоне зимнего неба. Внизу королевство выходит из дверей, чтобы увидеть нас.\n\nШея стелется внизу, затем открывается Север, белый и бесконечный. Смех Алисанны долетает обрывками. Серые башни на горизонте — Винтерфелл. Посмотрим, что Север сделает из двух драконов.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,162,fab_north.0041.a,"Вниз, теперь. Учтивость ждёт на том холодном дворе.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,164,fab_north.0091.t,Королевская дорога,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,165,fab_north.0091.desc,"Колонна проходит свои льё по старинке, и я понимаю, чего мне не хватало на драконьей спине. Король на драконе — знамение; король на дороге — ЧЕЛОВЕК. Простой народ выходит посмотреть на разницу.\n\nОни приносят прошения, эль, жалобы, однажды козу. На каждой остановке я вершу больше правосудия за неделю, чем за месяц в тронном зале.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,166,fab_north.0091.a,"Дальше, на север.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,168,fab_north.0092.t,Шея,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,169,fab_north.0092.desc,"Путь через Шею — древко сухой земли через утонувший мир. Колонна идёт по двое, болото дышит по обе стороны. Болотные люди не показываются и показываются постоянно: камышовая ширма, оберег у дороги, копьё в грязи.\n\nНи одна армия никогда не форсировала её. Шея держит себя сама.",True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,170,fab_north.0092.a,И за ней — Север.,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,174,fab_walton_grudge_opinion,Виноват короля в смерти брата,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,175,fab_kings_fire_respect_opinion,Лично подавил мятеж,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,176,fab_progress_slight_opinion,Отменил прогресс на север,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,177,fab_queens_charm_opinion,Завоёвана королевой Алисанной,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,178,fab_new_gift_gratitude_opinion,Даровал Новый Дар,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,179,fab_new_gift_resentment_opinion,Отдал северные земли Дозору,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,180,fab_refused_queen_opinion,Отказал королеве в просьбе,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,181,fab_kings_sorrow_opinion,Признал цену своего милосердия,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,182,fab_first_night_lords_opinion,Отменил право первой ночи,True,True
RU,localization/russian/agot_sotd_north_l_russian.yml,183,fab_walton_childless_modifier,Зимняя линия,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,2,sotd_rhaena.0001.t,Королева на Востоке,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,3,sotd_rhaena.0001.desc,"Моя сестра Рейна приходит после свадебных пиров — дважды королева, дважды вдова, гонимая по всему королевству при Мейгоре. Из трёх голов моего отца ей досталась самая тяжёлая корона горестей. Она просит единственное: место, где никто не сможет приказать ей уйти.\n\nДраконий Камень — древняя цитадель нашего дома, где Эйгон замышлял завоевание. Пусть она правит им по праву, со своим двором и Дремирой. Королевство назовёт её Королевой на Востоке. Это её право, давно просроченное.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,4,sotd_rhaena.0001.a,"Драконий Камень твой, милая сестра. Никто больше не сдвинет тебя с места.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,6,sotd_rhaena.0002.t,Преследовательница солнца,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,7,sotd_rhaena.0002.desc,"Дремира затемняет двор, и моя сестра влетает в ярости. Леди Элисса Фарман — её ближайшая подруга, распорядительница кораблей Драконьего Камня — исчезла ночью, и с ней три драконьих яйца. Рейна умоляет держать это в тайне: если мир узнает, что яйца можно украсть, каждый вор и принц возмечтают о том же.\n\nЭлисса продала драгоценности в Пентосе и хочет построить корабль, чтобы плыть за карты. Яйца тяжелы — она продаст их. Есть один покупатель, достаточно богатый и алчный. Следуй за золотом — всё золото течёт в Браавос.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,8,sotd_rhaena.0002.a,"Тихие корабли и тихая монета. Найди, куда она их унесла.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,10,sotd_rhaena.0003.t,Красивые камни,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,11,sotd_rhaena.0003.desc,"Ответ из-за моря: Морской владыка сожалеет, что ничего не знает о яйцах; невылупившиеся яйца — не более чем «красивые камни». Тут же Железный Банк предлагает простить большую часть королевских долгов.\n\nЦена трёх драконов — мои долги и моё молчание. Рего Драз называет это лучшей сделкой. Пусть так. Но если эти яйца когда-нибудь вылупятся, Дворец Морского владыки сгорит первым.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,12,sotd_rhaena.0003.debt_tt,Железный Банк прощает большую часть королевских долгов — #bold 1000 золота#! — и дело замолкает. Три яйца остаются в хранилищах Морского владыки... невылупившимися. Пока что.,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,13,sotd_rhaena.0003.a,Принять сделку. Но их предупредили.,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,14,sotd_rhaena.0003.b,#bold (Альтернативная история)#! Никакой банк не покупает кровь дракона. ВОЙНА.,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,16,sotd_rhaena.0004.t,Яйца возвращаются домой,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,17,sotd_rhaena.0004.desc,"Титан видел, как мои флоты проходят под ним, лагуна горела. Морской владыка, называвший яйца «камнями», узнал, чем становится камень в драконьем огне. Его преемник с радостью вернул три яйца из дворцовых хранилищ.\n\nЧёрное, зелёное и кремово-золотое — они едут домой в железном сундуке. Что бы ни спало внутри, оно будет спать под Драконьей Горой или вылупится в колыбели Таргариена. Украденное у дракона возвращено.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,18,sotd_rhaena.0004.a,"Что украдено у драконов, драконы возвращают.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,20,sotd_rhaena.0005.t,Титан держится,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,21,sotd_rhaena.0005.desc,"Браавос не преклонил колени. У города нет полей или замков — только вода, камень, туман и деньги, и все четверо победили меня. Флот вернулся меньшим, Банк потребовал долги с процентами, а Морской владыка хранит «камни» с учтивостью, ранящей больше насмешек.\n\nКоролевство шепчет, что Старый Король протянул руку за море и вернулся с пустой рукой. Шёпот правдив. Яйца спят в Браавосе, и я должен жить с этим. Но камни — лишь до тех пор, пока не станут чем-то иным.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,22,sotd_rhaena.0005.a,Море побеждало и лучших людей. Но предупреждение остаётся.,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,24,sotd_rhaena.0010.t,Смерти на Драконьем Камне,True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,25,sotd_rhaena.0010.desc,"Мрачная весть с острова: смерть просочилась на Драконий Камень. Старый мейстер Кулипер мёртв, затем одна за другой дамы Рейны — Касселла, септа Мэриам, Элейн, Саманта. Рейна заперла ворота и умоляет узнать, какое проклятие пришло в её зал.\n\nЭто не проклятие. Рего Драз называет это: слёзы Лизи, редкий яд, не оставляющий следов. Кто-то внутри этих стен, за её столом, убивает её дам.",True,True
RU,localization/russian/agot_sotd_rhaena_l_russian.yml,26,sotd_rhaena.0010.a,"Послать ворона. И да поможет боги тому, кого он назовёт.",True,True
